url,meta_refresh,meta_title,meta_description,meta_keywords,logo,logo_alt,img1,img2,img3,img1_alt,img2_alt,img3_alt,change_link,brand_name,prod_name,text1,text2
shop_menu/set/item/10010.php,,KTS-web 工賃セットメニュー Aragosta Aragosta-CUP,傾斜のきついスロープや駐車場の出入口など、ローダウン時に懸念されるボディと路面との干渉を未然に回避可能にする画期的なシステムです。アッパー部のCUP機能によりスイッチ1つで短時間に車高をUP。走行中はCUP機能に依存しないため、回避後に車高を戻すことで本来のスタイルおよびアラゴスタの性能を維持します。<br>●スイッチはコンパクト設計で設置場所を選ばず、コンソール内など目立たない場所に取り付けることも可能。<br>●コンプレッサーおよびエアタンクはアラゴスタカップ専用の最小サイズ設計とし、トランクやスペアタイヤスペース等へスマートに設置可能。ラゲッジ容量を大幅に削る心配もありません。,,/assets/img/brand/img/1010.gif,Aragosta-CUP,,,,,,,/shop_menu/sale/item/10010.php,Aragosta[アラゴスタ],Aragosta-CUP[アラゴスタカップ],傾斜のきついスロープや駐車場の出入口など、ローダウン時に懸念されるボディと路面との干渉を未然に回避可能にする画期的なシステムです。アッパー部のCUP機能によりスイッチ1つで短時間に車高をUP。走行中はCUP機能に依存しないため、回避後に車高を戻すことで本来のスタイルおよびアラゴスタの性能を維持します。●スイッチはコンパクト設計で設置場所を選ばず、コンソール内など目立たない場所に取り付けることも可能。●コンプレッサーおよびエアタンクはアラゴスタカップ専用の最小サイズ設計とし、トランクやスペアタイヤスペース等へスマートに設置可能。ラゲッジ容量を大幅に削る心配もありません。,・CUP機能がわずか2秒・秒で約40～70mmの車高UPを実現・・信頼性に優れたロベルタリフターシステム採用・ダンパー1台分ほか取付に必要なCUPユニットをフルキット化・通常走行時は従来のアラゴスタ性能のまま・オーバーホール/車検対応・CUP本体3年、コンプレッサー1年の保証付き・様々な車種、TYPEに対応（詳しくは車種適合表をご覧ください）※車高を上げた状態で通常走行はできません。
shop_menu/set/item/10011.php,,KTS-web 工賃セットメニュー AXIS STYLING PERFECT DAMPER 5G,新設計のダンパー及びスプリングの採用で、さらに進化した次世代サスペンション。<br>路面に対して適切な設置圧により静寂性の向上しました。前後の揺れを最小限にすることで視界が安定し疲れづらい。道を選ばない滑らかで安定した乗り心地を実現。せっかくなら消耗品の交換もしたい方へ純正フロントアッパーマウント付もご用意。,,/assets/img/brand/img/1163.gif,PERFECT DAMPER 5G,,,,,,,/shop_menu/sale/item/10011.php,AXIS STYLING[アクシススタイリング],PERFECT DAMPER 5G[パーフェクトダンパー5G],新設計のダンパー及びスプリングの採用で、さらに進化した次世代サスペンション。路面に対して適切な設置圧により静寂性の向上しました。前後の揺れを最小限にすることで視界が安定し疲れづらい。道を選ばない滑らかで安定した乗り心地を実現。せっかくなら消耗品の交換もしたい方へ純正フロントアッパーマウント付もご用意。,・全長調整式フルタップショック・フロントアッパーマウントは純正流用・減衰調整は前後とも15段ダイヤル調整式・ショックには錆に強い特殊メッキコーティング・フロントは複筒式正立ショック。・リアは単筒式正立ショック・NEWタイプのバルブでより安定した減衰力を発揮
shop_menu/set/item/10012.php,,KTS-web 工賃セットメニュー AXIS STYLING PERFECT DAMPER 3,ストロークが確保しやすく反発力が少ないので、荒れた路面では凹凸をしっかり捉えて低速ではしなやかに、高速では安定感のある走りを実現。高性能ダンパーオイルにより低温から高温まで安定した減衰力を発生しスムーズなストロークで全てにおいて快適な乗り心地です。また、全長調整式フルタップショックなので車高を上下しても乗り心地に影響がありません。,,/assets/img/brand/img/1163.gif,PERFECT DAMPER 3,,,,,,,/shop_menu/sale/item/10012.php,AXIS STYLING[アクシススタイリング],PERFECT DAMPER 3[パーフェクトダンパー3],ストロークが確保しやすく反発力が少ないので、荒れた路面では凹凸をしっかり捉えて低速ではしなやかに、高速では安定感のある走りを実現。高性能ダンパーオイルにより低温から高温まで安定した減衰力を発生しスムーズなストロークで全てにおいて快適な乗り心地です。また、全長調整式フルタップショックなので車高を上下しても乗り心地に影響がありません。,・全長調整式フルタップショック・フロントアッパーマウントは強化ゴムタイプ・減衰調整は前後とも15段ダイヤル調整式・ショックには錆に強い特殊メッキコーティング・フロントは複筒式正立ショック。・リアは単筒式正立ショック・NEWタイプのバルブでより安定した減衰力を発揮
shop_menu/set/item/10013.php,,KTS-web 工賃セットメニュー AXIS STYLING PERFECT PREMIUM,高級車にふさわしい乗り心地を徹底追及した特別なサスペンション。「純正の乗り心地を改善したい。」との多くの要望により開発。従来品パーフェクトダンパーに比べ、ローダウン量を抑え、さらに上質な乗り心地を実現しました。車はグレードや色を選ぶのに、なぜ乗り心地は選ばないのでしょうか？「パーフェクトダンパー プレミアム」は乗り心地15段調整式で好みに調整可能。,,/assets/img/brand/img/1163.gif,PERFECT PREMIUM,,,,,,,/shop_menu/sale/item/10013.php,AXIS STYLING[アクシススタイリング],PERFECT PREMIUM[パーフェクトプレミアム],高級車にふさわしい乗り心地を徹底追及した特別なサスペンション。「純正の乗り心地を改善したい。」との多くの要望により開発。従来品パーフェクトダンパーに比べ、ローダウン量を抑え、さらに上質な乗り心地を実現しました。車はグレードや色を選ぶのに、なぜ乗り心地は選ばないのでしょうか？「パーフェクトダンパー プレミアム」は乗り心地15段調整式で好みに調整可能。,・フロントアッパーマウントTOYOTA純正品をセット済み・フロントは複筒式正立ショック。・リアは単筒式正立ショック・車検対応・、車高調整用レンチ/取付説明書付属。
shop_menu/set/item/10014.php,,KTS-web 工賃セットメニュー BLITZ DAMPER ZZ-R,リーズナブルな価格ながら、全調整式/32段減衰力調整。アルミ製パーツを採用したサスペンションキットフロントストラット車にはキャンバー調整式ピロボールアッパーマウントを採用しダイレクトな操舵感とコントロールを実現しています。フロントストラット式以外の車種とリアには全社強化ゴムアッパーマウントを採用することで走行時の不快な異音を低減します(一部車種を除く)。,,/assets/img/brand/img/1144.gif,DAMPER ZZ-R,,,,,,,/shop_menu/sale/item/10014.php,BLITZ[ブリッツ],DAMPER ZZ-R[ダンパーZZ-R],リーズナブルな価格ながら、全調整式/32段減衰力調整。アルミ製パーツを採用したサスペンションキットフロントストラット車にはキャンバー調整式ピロボールアッパーマウントを採用しダイレクトな操舵感とコントロールを実現しています。フロントストラット式以外の車種とリアには全社強化ゴムアッパーマウントを採用することで走行時の不快な異音を低減します(一部車種を除く)。,・単筒式(モノチューブ)構造採用・全長調整式車高調キット・32段減衰力調整機構を採用・アルミ製アッパーマウント/ロックシート/ブラケット(一部)を採用・単筒式ならではのφ44大径ピストンを採用(一部車種除く)・カートリッジ先出しのオーバーホールに対応。
shop_menu/set/item/10015.php,,KTS-web 工賃セットメニュー BLITZ DAMPER ZZ-R BB,単筒式(モノチューブ)構造、全長調整式、32段減衰力調整機構とDAMPER ZZ-Rのスペックを踏襲しながら、スタイルの幅広さと更なる走行性能を追求したハイスペックモデル。幅広いローダウンのニーズに応えるため、基準車高や調整範囲を新規設定。ローダウン状態でも最高のパフォーマンスを発揮。,,/assets/img/brand/img/1144.gif,DAMPER ZZ-R BB,,,,,,,/shop_menu/sale/item/10015.php,BLITZ[ブリッツ],DAMPER ZZ-R BB[ダンパーZZ-R BB],単筒式(モノチューブ)構造、全長調整式、32段減衰力調整機構とDAMPER ZZ-Rのスペックを踏襲しながら、スタイルの幅広さと更なる走行性能を追求したハイスペックモデル。幅広いローダウンのニーズに応えるため、基準車高や調整範囲を新規設定。ローダウン状態でも最高のパフォーマンスを発揮。,・アルミ製のピロボール調整式アッパーマウント、ロックシート、各種ブラケット(一部を除く)を採用・32段減衰力調整機構を採用。また、電子制御で減衰力を調整可能な「SpecDSC」モデルも設定。・車種の特性に合わせ、バネレート及び減衰力の仕様を専用品に変更。・迫力のローフォルムながら最低地上高を確保できる車高から、クローズド向けの究極のローダウンまで対応します。・カートリッジ先出しのオーバーホールに対応。従来とは異なるスムーズな対応で消耗品の交換が可能です。
shop_menu/set/item/10017.php,,KTS-web 工賃セットメニュー CUSCO SPORT S,SPORT Rの設計思想・スペックをそのままに、より多くのユーザーを対象とするストリート向けに減衰力・バネレート・ストロークをセッティング。<br>スポーツラジアルタイヤでのスポーツ走行をターゲットとしたセットアップ。<br>ストリートでの使用を考慮し（音、乗り心地など）リヤアッパーマウントには強化ゴムアッパーマウントを採用(ウイッシュボーン車は前後共に採用)。<br>大きな入力にもしっかり対応する為、大口径ピストンを使用し安定した減衰力を発生します。,,/assets/img/brand/img/1059.gif,SPORT S,,,,,,,/shop_menu/sale/item/10017.php,CUSCO[クスコ],SPORT S[スポーツS],SPORT Rの設計思想・スペックをそのままに、より多くのユーザーを対象とするストリート向けに減衰力・バネレート・ストロークをセッティング。スポーツラジアルタイヤでのスポーツ走行をターゲットとしたセットアップ。ストリートでの使用を考慮し（音、乗り心地など）リヤアッパーマウントには強化ゴムアッパーマウントを採用(ウイッシュボーン車は前後共に採用)。大きな入力にもしっかり対応する為、大口径ピストンを使用し安定した減衰力を発生します。,・単筒式ショックアブソーバー・減衰力24段調整・新開発CUSCO SPORT「Blue spring」採用・全長調整式車高調整・ラム式（倒立式）ショックアブソーバー※フロントストラット式のみ・ハイグリップラジアルタイヤ対応
shop_menu/set/item/10018.php,,KTS-web 工賃セットメニュー CUSCO SPORT R,Sタイヤやハイグリップスポーツラジアルで本気でタイムを削る為のセッティング。一般のスポーツサスキットよりも更にスポーツ性の高い車高調を求めるハードユーザー向けです。本格的なレース・タイムアタック・競技への使用に対応。各種サーキットやワインディングなどの走行ステージやマシンの仕様に合わせ仕様変更が可能(変更内容により有料)。ハイレートスプリングにも対応する減衰力セットアップを実現。※乗り心地や快適性を求めるユーザーは SPORT S / SPORT TN_S やストリートシリーズをおすすめします。,,/assets/img/brand/img/1059.gif,SPORT R,,,,,,,/shop_menu/sale/item/10018.php,CUSCO[クスコ],SPORT R[スポーツR],Sタイヤやハイグリップスポーツラジアルで本気でタイムを削る為のセッティング。一般のスポーツサスキットよりも更にスポーツ性の高い車高調を求めるハードユーザー向けです。本格的なレース・タイムアタック・競技への使用に対応。各種サーキットやワインディングなどの走行ステージやマシンの仕様に合わせ仕様変更が可能(変更内容により有料)。ハイレートスプリングにも対応する減衰力セットアップを実現。※乗り心地や快適性を求めるユーザーは SPORT S / SPORT TN_S やストリートシリーズをおすすめします。,・単筒式ショックアブソーバー・減衰力24段調整・新開発CUSCO SPORT「Blue spring」採用・全長調整式車高調整・ピロボールアッパーマウント付※一部車種除く・ラム式（倒立式）ショックアブソーバー※フロントストラット式のみ・Sタイヤに対応
shop_menu/set/item/10019.php,,KTS-web 工賃セットメニュー CUSCO SPORT X,単筒式ショックアブソーバー<br>減衰力24段調整☓3Way調整<br>伸び側：減衰力24段調整<br>圧側：低速減衰力24段調整・高速減衰力24段調整<br>新開発CUSCO SPORT「Blue spring」採用<br>全長調整式車高調整<br>別タンク搭載<br>ピロボールアッパーマウント標準装備※一部車種除く<br>ラム式（倒立式）ショックアブソーバー※フロントストラット式のみ<br>Sタイヤに対応,,/assets/img/brand/img/1059.gif,SPORT X,,,,,,,/shop_menu/sale/item/10019.php,CUSCO[クスコ],SPORT X[スポーツX],単筒式ショックアブソーバー減衰力24段調整☓3Way調整伸び側：減衰力24段調整圧側：低速減衰力24段調整・高速減衰力24段調整新開発CUSCO SPORT「Blue spring」採用全長調整式車高調整別タンク搭載ピロボールアッパーマウント標準装備※一部車種除くラム式（倒立式）ショックアブソーバー※フロントストラット式のみSタイヤに対応,・単筒式ショックアブソーバー・減衰力24段調整☓3Way調整・伸び側：減衰力24段調整・圧側：低速減衰力24段調整・高速減衰力24段調整・新開発CUSCO SPORT「Blue spring」採用・全長調整式車高調整・別タンク搭載・ピロボールアッパーマウント標準装備※一部車種除く・ラム式(倒立式)ショックアブソーバー※フロントストラット式のみ・Sタイヤに対応
shop_menu/set/item/10020.php,,KTS-web 工賃セットメニュー CUSCO SPORT G,ラリー・ダートラ・ジムカーナ等の競技専用完全受注生産モデル。ターマック競技用とグラベル競技用(ラリーはミックスやスノーも対応)の2種類を設定。各カテゴリーやレギュレーションに対応できるよう、ベースキットはアッパーマウント及びスプリングレス仕様。CUSCO製ピロアッパーマウントはもちろん、純正形状アッパーマウントやグラベル用ピロアッパーマウント等の選択が可能。各種競技や路面状況に合わせ、減衰力・ストローク等仕様変更可能なセミオーダーモデル。(変更内容により有料)<br>※この製品は競技専用品の為保証対象外となります。,,/assets/img/brand/img/1059.gif,SPORT G,,,,,,,/shop_menu/sale/item/10020.php,CUSCO[クスコ],SPORT G[スポーツG],ラリー・ダートラ・ジムカーナ等の競技専用完全受注生産モデル。ターマック競技用とグラベル競技用(ラリーはミックスやスノーも対応)の2種類を設定。各カテゴリーやレギュレーションに対応できるよう、ベースキットはアッパーマウント及びスプリングレス仕様。CUSCO製ピロアッパーマウントはもちろん、純正形状アッパーマウントやグラベル用ピロアッパーマウント等の選択が可能。各種競技や路面状況に合わせ、減衰力・ストローク等仕様変更可能なセミオーダーモデル。(変更内容により有料)※この製品は競技専用品の為保証対象外となります。,・新開発・全長調整式車高調整・単筒式大容量ショックアブソーバー・高性能ニードルバルブ式 減衰力24段調整・ラム式構造(ストラットタイプ)※アッパーマウント、スプリングはキットに含まれません。※JAF公認競技Nクラス向けに純正形状アッパーマウントに対応※ピロアッパーマウントにも対応
shop_menu/set/item/10021.php,,KTS-web 工賃セットメニュー CUSCO SPORT TN_S,SPORT Rの設計思想・スペックをそのままに、より多くのユーザーを対象とするストリート向けに減衰力・バネレート・ストロークをセッティング。スポーツラジアルタイヤでのスポーツ走行をターゲットとしたセットアップ。さらに伸側24段、圧側24段の減衰力完全独立制御により、コーナー進入時、旋回時、立ち上がり時のアンダーステア、オーバーステアの修正や、スプリングレート変更時の細かなセットアップを可能としています。ストリートでの使用を考慮し(音、乗り心地など)リヤアッパーマウントには強化ゴムアッパーマウントを採用(ウイッシュボーン車は前後共に採用)。大きな入力にもしっかり対応する為、大口径ピストンを使用し安定した減衰力を発生。,,/assets/img/brand/img/1059.gif,SPORT TN_S,,,,,,,/shop_menu/sale/item/10021.php,CUSCO[クスコ],SPORT TN_S[スポーツTN_S],SPORT Rの設計思想・スペックをそのままに、より多くのユーザーを対象とするストリート向けに減衰力・バネレート・ストロークをセッティング。スポーツラジアルタイヤでのスポーツ走行をターゲットとしたセットアップ。さらに伸側24段、圧側24段の減衰力完全独立制御により、コーナー進入時、旋回時、立ち上がり時のアンダーステア、オーバーステアの修正や、スプリングレート変更時の細かなセットアップを可能としています。ストリートでの使用を考慮し(音、乗り心地など)リヤアッパーマウントには強化ゴムアッパーマウントを採用(ウイッシュボーン車は前後共に採用)。大きな入力にもしっかり対応する為、大口径ピストンを使用し安定した減衰力を発生。,・単筒式ショックアブソーバー・減衰力24段調整・新開発『T.N.S(Twin Needle System)』により伸側、圧側の減衰力を完全独立制御・新開発CUSCO SPORT「Blue spring」採用・全長調整式車高調整・ラム式(倒立式)ショックアブソーバー※フロントストラット式のみ・ハイグリップラジアルタイヤ対応
shop_menu/set/item/10022.php,,KTS-web 工賃セットメニュー CUSCO SPORT TN_R,Sタイヤやハイグリップスポーツラジアルで本気でタイムを削る為のセッティング。一般のスポーツサスキットよりも更にスポーツ性の高い車高調を求めるハードユーザー向け。本格的なレース・タイムアタック・競技への使用に対応。伸側24段、圧側24段の減衰力完全独立制御により、コーナー進入時、旋回時、立ち上がり時のアンダーステア、オーバーステアの修正や、スプリングレート変更時の細かなセットアップを可能としています。各種サーキットやワインディングなどの走行ステージやマシンの仕様に合わせ仕様変更が可能(変更内容により有料)。ハイレートスプリングにも対応する減衰力セットアップを実現。<br>※乗り心地や快適性を求めるユーザーは SPORT S / SPORT TN_S やストリートシリーズをおすすめします。,,/assets/img/brand/img/1059.gif,SPORT TN_R,,,,,,,/shop_menu/sale/item/10022.php,CUSCO[クスコ],SPORT TN_R[スポーツTN_R],Sタイヤやハイグリップスポーツラジアルで本気でタイムを削る為のセッティング。一般のスポーツサスキットよりも更にスポーツ性の高い車高調を求めるハードユーザー向け。本格的なレース・タイムアタック・競技への使用に対応。伸側24段、圧側24段の減衰力完全独立制御により、コーナー進入時、旋回時、立ち上がり時のアンダーステア、オーバーステアの修正や、スプリングレート変更時の細かなセットアップを可能としています。各種サーキットやワインディングなどの走行ステージやマシンの仕様に合わせ仕様変更が可能(変更内容により有料)。ハイレートスプリングにも対応する減衰力セットアップを実現。※乗り心地や快適性を求めるユーザーは SPORT S / SPORT TN_S やストリートシリーズをおすすめします。,・単筒式ショックアブソーバー・24段減衰力2WAY調整式・新開発『T.N.S(Twin Needle System)』により伸側、圧側の減衰力を完全独立制御・新開発CUSCO SPORT「Blue spring」採用・全長調整式車高調整・ピロボールアッパーマウント付※一部車種除く・ラム式(倒立式)ショックアブソーバー※フロントストラット式のみ・Sタイヤに対応
